stock,client_name,exchange,deal_type,action,date,avg_price,quantity,percentage_traded
Infosys Ltd.,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,24-01-2024,1657,722325,0.02%
Page Industries Ltd.,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,24-01-2024,36398,13340,0.12%
TVS Motor Company Ltd.,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,24-01-2024,2000.5,154280,0.03%
Jio Financial Services Ltd.,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,24-01-2024,238.75,721170,0.01%
PVR INOX Ltd.,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,23-01-2024,1492.5,94165,0.10%
Jio Financial Services Ltd.,BOFA SECURITIES EUROPE SA,BSE,Block,Purchase,17-01-2024,244,2264818,0.04%
Jio Financial Services Ltd.,BOFA SECURITIES EUROPE SA,BSE,Block,Sell,17-01-2024,244,2264818,0.04%
Droneacharya Aerial Innovations Ltd.,BOFA SECURITIES EUROPE SA,BSE,Bulk,Purchase,27-12-2023,187.65,167000,0.70%
Suraj Estate Developers Ltd.,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,26-12-2023,343.51,409687,0.86%
Suraj Estate Developers Ltd.,BOFA SECURITIES EUROPE SA,NSE,Bulk,Sell,26-12-2023,341.92,80204,0.17%
Ami Organics Ltd.,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,21-12-2023,1030,525000,1.28%
India Shelter Finance Corporation Ltd.,BOFA SECURITIES EUROPE SA,NSE,Bulk,Purchase,20-12-2023,595.82,584113,0.54%
India Shelter Finance Corporation Ltd.,BOFA SECURITIES EUROPE SA,NSE,Bulk,Sell,20-12-2023,593.59,73097,0.07%
Updater Services Ltd.,BOFA SECURITIES EUROPE SA,NSE,Bulk,Sell,15-12-2023,303.5,400000,0.60%
Reliance Industries Ltd.,BOFA SECURITIES EUROPE SA,BSE,Block,Purchase,14-12-2023,2470,1750000,0.01%
PNB Housing Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,18-11-2024,878.61,410711,0.16%
PNB Housing Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Sell,18-11-2024,864.11,1538624,0.59%
Medplus Health Services Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,18-11-2024,700,142858,0.12%
PNB Housing Finance Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Bulk,Purchase,13-11-2024,939.3,11971482,4.61%
PNB Housing Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,13-11-2024,939.3,2250000,0.87%
Titagarh Rail Systems Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,16-10-2024,1120,763738,0.57%
HDFC Bank Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,03-10-2024,1726.2,1750190,0.02%
Cyient DLM Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE - ODI,NSE,Bulk,Sell,30-09-2024,667,434017,0.55%
Sterling and Wilson Renewable Energy Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,27-09-2024,623,2025000,0.87%
Nuvama Wealth Management Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,27-09-2024,6702.6,342129,0.96%
Nuvama Wealth Management Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,27-09-2024,6702.6,342129,0.96%
Nuvama Wealth Management Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,27-09-2024,6702.6,62439,0.17%
Entero Healthcare Solutions Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,27-09-2024,1305,76966,0.18%
Five-Star Business Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,26-09-2024,800.5,760373,0.26%
Five-Star Business Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,26-09-2024,800.5,313105,0.11%
Honasa Consumer Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,12-09-2024,495,2417676,0.74%
Indigo Paints Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Bulk,Purchase,06-09-2024,1491.88,308255,0.65%
RBL Bank Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Block,Sell,03-09-2024,227.79,928070,0.15%
KPI Green Energy Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Block,Sell,03-09-2024,886.6,157157,0.12%
Medi Assist Healthcare Services Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,03-09-2024,611.7,163484,0.23%
Sula Vineyards Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Block,Sell,03-09-2024,487.9,228235,0.27%
Cyient DLM Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Block,Sell,03-09-2024,732.35,259753,0.33%
TCNS Clothing Co. Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Sell,02-09-2024,574.64,337980,0.53%
InterGlobe Aviation Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,29-08-2024,4714.9,2854000,0.74%
TCNS Clothing Co. Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Sell,28-08-2024,578.75,459828,0.73%
TCNS Clothing Co. Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Sell,28-08-2024,576.18,353127,0.56%
Au Small Finance Bank Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-08-2024,630,1060001,0.14%
Ambuja Cements Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,23-08-2024,625.5,3880000,0.16%
FSN E-Commerce Ventures Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,23-08-2024,208.3,1925000,0.07%
Alkem Laboratories Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE-ODI,NSE,Block,Purchase,22-08-2024,5732.15,98000,0.08%
Alkem Laboratories Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,22-08-2024,5732.15,35000,0.03%
PNB Housing Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,21-08-2024,802.5,249281,0.10%
PNB Housing Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,21-08-2024,802.5,124650,0.05%
Cyient DLM Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,21-08-2024,764.4,3617250,4.56%
Cyient DLM Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,21-08-2024,764.4,520471,0.66%
Nexus Select Trust REIT,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Bulk,Purchase,14-08-2024,137.85,3003,0.00%
Nexus Select Trust REIT,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Bulk,Sell,14-08-2024,138.33,7841479,0.52%
Nexus Select Trust REIT,MORGAN STANLEY ASIA SINGAPORE PTE ODI,NSE,Bulk,Purchase,09-08-2024,138,27661841,1.83%
Nexus Select Trust REIT,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,09-08-2024,138,12168660,0.80%
JTL Industries Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Sell,29-07-2024,213,1100000,0.28%
JTL Industries Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Sell,29-07-2024,213,1100000,0.28%
Jyoti CNC Automation Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,29-07-2024,1123,1377180,0.61%
Jyoti CNC Automation Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,29-07-2024,1123,1377180,0.61%
Jyoti CNC Automation Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Block,Purchase,29-07-2024,1123,356188,0.16%
RBL Bank Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,25-07-2024,228,12505200,2.06%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,16-07-2024,226.85,440998,0.00%
Delhivery Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,10-07-2024,388.45,1950001,0.26%
Mankind Pharma Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,10-07-2024,2082,336672,0.08%
Mankind Pharma Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,10-07-2024,2082,288626,0.07%
Mankind Pharma Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,10-07-2024,2082,48032,0.01%
Mankind Pharma Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,10-07-2024,2082,48031,0.01%
HCL Technologies Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,28-06-2024,1440.5,1031316,0.04%
Samhi Hotels Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,28-06-2024,187.1,3092665,1.41%
Samhi Hotels Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,28-06-2024,187.1,3092665,1.41%
Stanley Lifestyles Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,28-06-2024,478.87,350000,0.61%
CSB Bank Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,27-06-2024,352.75,590831,0.34%
Hindustan Foods Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,26-06-2024,502,1070000,0.93%
Hindustan Foods Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,26-06-2024,502,1070000,0.93%
Alkem Laboratories Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,25-06-2024,4956,98495,0.08%
Aster DM Healthcare Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,21-06-2024,340,6666030,1.33%
IndiaMART InterMESH Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE,BSE,Block,Purchase,21-06-2024,2601,190000,0.32%
PNB Housing Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE - ODI,NSE,Bulk,Purchase,20-06-2024,785,2285810,0.88%
RateGain Travel Technologies Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,20-06-2024,745,134300,0.11%
RateGain Travel Technologies Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE.,NSE,Block,Purchase,20-06-2024,745,134300,0.11%
Sansera Engineering Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,19-06-2024,1200,333343,0.54%
Sansera Engineering Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,19-06-2024,1200,333343,0.54%
Sansera Engineering Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,19-06-2024,1200,250003,0.40%
L&T Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,13-06-2024,170.6,31329540,1.26%
L&T Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,13-06-2024,170.6,20026502,0.80%
L&T Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,13-06-2024,170.6,13750998,0.55%
MphasiS Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,10-06-2024,2363,2225500,1.18%
KFIN Technologies Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,30-05-2024,712.5,1063850,0.62%
R R Kabel Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,30-05-2024,1701.1,219857,0.19%
R R Kabel Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,30-05-2024,1701.1,176973,0.16%
R R Kabel Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,30-05-2024,1701.1,97987,0.09%
Timken India Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,28-05-2024,3913.35,104000,0.14%
Inox Wind Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,28-05-2024,150,6666000,0.51%
Inox Wind Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,28-05-2024,150,1650000,0.13%
Star Health and Allied Insurance Company Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,23-05-2024,535,2918134,0.50%
Star Health and Allied Insurance Company Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,23-05-2024,535,1439485,0.24%
Apollo Tyres Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,22-05-2024,477.35,4014099,0.63%
Apollo Tyres Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,22-05-2024,477.35,4014099,0.63%
Apollo Tyres Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,22-05-2024,477.35,872630,0.14%
PB Fintech Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Block,Purchase,17-05-2024,1325.15,1465000,0.32%
PB Fintech Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Block,Purchase,17-05-2024,1325.15,200000,0.04%
Cipla Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,15-05-2024,1345,631500,0.08%
ICICI Lombard General Insurance Company Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,09-05-2024,1722.5,350000,0.07%
ICICI Lombard General Insurance Company Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,09-05-2024,1722.5,100000,0.02%
Grasim Industries Ltd- Partly Paidup,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,03-05-2024,1202.05,319113,-%
SBFC Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,30-04-2024,88,6874257,0.63%
Axis Bank Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,09-04-2024,1071,4225000,0.14%
Axis Bank Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,09-04-2024,1071,95911,0.00%
Grasim Industries Ltd- Partly Paidup,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Sell,04-04-2024,1041.23,120204,-%
ITC Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,13-03-2024,400.25,15300000,0.12%
InterGlobe Aviation Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,11-03-2024,3015.1,2100000,0.54%
Zomato Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,06-03-2024,160.1,56811443,0.64%
CMS Info Systems Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,27-02-2024,370.05,869145,0.53%
Eureka Forbes Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,22-02-2024,504.95,1944294,1.00%
Eureka Forbes Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,22-02-2024,504.95,1944294,1.00%
Devyani International Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,21-02-2024,164.1,1875000,0.16%
Devyani International Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,21-02-2024,164.1,550000,0.05%
Sula Vineyards Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,19-02-2024,575,865500,1.03%
YES Bank Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,15-02-2024,27.1,306305668,0.98%
Bharat Petroleum Corporation Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,14-02-2024,584,171500,0.00%
Mankind Pharma Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,08-02-2024,2107.35,50043,0.01%
One97 Communications Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Bulk,Purchase,02-02-2024,487.2,5000000,0.78%
Indigo Paints Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,16-01-2024,1475,275000,0.58%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,15-01-2024,138.15,3900000,0.04%
Ami Organics Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,21-12-2023,1030,807500,1.97%
Astral Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,20-12-2023,1889.8,220000,0.08%
Nippon Life India Asset Management Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,20-12-2023,445.35,225000,0.04%
Apollo Tyres Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,19-12-2023,448.35,1132000,0.18%
Apollo Tyres Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,19-12-2023,448.35,450000,0.07%
Apollo Tyres Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,19-12-2023,448.35,283000,0.04%
Apollo Tyres Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,19-12-2023,448.35,225000,0.04%
PVR INOX Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,15-12-2023,1753,57225,0.06%
Fusion Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,14-12-2023,555.6,1780000,1.76%
Fusion Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,14-12-2023,555.6,1600000,1.58%
Fusion Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,14-12-2023,555.6,180000,0.18%
Axis Bank Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE - ODI,NSE,Block,Purchase,13-12-2023,1119.7,3975000,0.13%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,08-12-2023,120.5,8355000,0.09%
Kesoram Industries Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,06-12-2023,154.17,2132000,0.69%
Computer Age Management Services Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,04-12-2023,2766,442000,0.90%
Computer Age Management Services Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE,BSE,Bulk,Purchase,04-12-2023,2766,319139,0.65%
Computer Age Management Services Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,04-12-2023,2766,442000,0.90%
Computer Age Management Services Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,04-12-2023,2766,20000,0.04%
Zomato Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,29-11-2023,112.7,43973993,0.50%
Zomato Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,29-11-2023,112.7,43973993,0.50%
Zomato Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Block,Purchase,29-11-2023,112.7,1950000,0.02%
Praveg Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,02-11-2023,549.98,200000,0.87%
Praveg Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Sell,02-11-2023,601.31,6781,0.03%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,20-10-2023,111.2,4865717,0.06%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,20-10-2023,111.2,1122857,0.01%
Hi-Green Carbon Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Bulk,Sell,16-10-2023,151.45,235200,0.94%
PB Fintech Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,06-10-2023,762.8,1037784,0.23%
PB Fintech Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,06-10-2023,762.8,546202,0.12%
Hi-Green Carbon Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,28-09-2023,77,200000,0.80%
Signatureglobal (India) Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Bulk,Sell,27-09-2023,447.9,744793,0.53%
Samhi Hotels Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Bulk,Sell,22-09-2023,139.37,1926726,0.88%
Sula Vineyards Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,31-08-2023,484,1310001,1.55%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,30-08-2023,94.7,19640971,0.22%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,30-08-2023,94.7,2620000,0.03%
Ami Organics Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE NON ODI,BSE,Bulk,Purchase,29-08-2023,1250,621898,1.52%
Strides Pharma Science Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Block,Purchase,28-08-2023,438,230000,0.25%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,28-08-2023,91,12308000,0.14%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,28-08-2023,90.1,7009746,0.08%
Zomato Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,28-08-2023,91,3060000,0.03%
One97 Communications Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,25-08-2023,895.2,3996117,0.63%
One97 Communications Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,25-08-2023,895.2,3996117,0.63%
Coforge Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,24-08-2023,4879.43,350000,0.52%
TRF Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Sell,22-08-2023,232.84,203805,1.85%
SJS Enterprises Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,22-08-2023,600,250000,0.81%
Repro India Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,18-08-2023,800,164903,1.15%
Bikaji Foods International Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,08-08-2023,480,208834,0.08%
Piramal Enterprises Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,06-07-2023,941.15,142000,0.06%
TD Power Systems Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,30-06-2023,221,460000,0.29%
Sapphire Foods India Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE - ODI,NSE,Block,Purchase,27-06-2023,1377.1,100000,0.03%
Sansera Engineering Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,22-06-2023,835,179641,0.29%
Shriram Finance Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE  ODI,NSE,Block,Purchase,21-06-2023,1545,1644449,0.44%
Shriram Finance Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE,NSE,Block,Purchase,21-06-2023,1545,540000,0.14%
HDFC Asset Management Company Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,20-06-2023,1873,420000,0.20%
Shriram Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE NON ODI,BSE,Block,Purchase,19-06-2023,1401,556300,0.15%
Shriram Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,19-06-2023,1401,163900,0.04%
Shriram Finance Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,19-06-2023,1401,107000,0.03%
Axis Bank Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE - ODI,NSE,Block,Purchase,15-06-2023,968,1325000,0.04%
HDFC Life Insurance Company Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,31-05-2023,579.6,650000,0.03%
Zee Entertainment Enterprises Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,17-04-2023,204.5,11019999,1.15%
Zee Entertainment Enterprises Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Bulk,Purchase,17-04-2023,204.5,4815000,0.50%
Divgi Torqtransfer Systems Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Bulk,Sell,14-03-2023,590.32,373611,1.22%
One97 Communications Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Bulk,Purchase,10-02-2023,640,5423087,0.85%
One97 Communications Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Bulk,Sell,10-02-2023,667.66,523878,0.08%
Syngene International Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,01-02-2023,560,1035670,0.26%
Tata Metaliks Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,16-01-2023,834.67,198417,0.63%
One97 Communications Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Bulk,Purchase,12-01-2023,534.8,5495000,0.86%
Elin Electronics Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Bulk,Sell,30-12-2022,231.6,500000,1.01%
KFIN Technologies Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,NSE,Bulk,Sell,29-12-2022,365.04,1000000,0.58%
FSN E-Commerce Ventures Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,BSE,Block,Purchase,22-11-2022,182,2917294,0.10%
Delhivery Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,NSE,Bulk,Purchase,21-11-2022,330,4854607,0.65%
FSN E-Commerce Ventures Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,18-11-2022,184.55,8400000,0.29%
One97 Communications Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Bulk,Purchase,17-11-2022,555,6003468,0.94%
FSN E-Commerce Ventures Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,11-11-2022,186.4,8213050,0.29%
